CMA_name,CT_ID_NUM,GEO_ID,Population
Toronto,5350400.2,5350400.2,2668.00
Toronto,5350400.21,5350400.21,2047.00
Toronto,5350400.22,5350400.22,8586.00
Toronto,5350400.23,5350400.23,8626.00
Toronto,5350401.04,5350401.04,3605.00
Toronto,5350401.05,5350401.05,2164.00
Toronto,5350401.06,5350401.06,5246.00
Toronto,5350401.07,5350401.07,4374.00
Toronto,5350401.08,5350401.08,3489.00
Toronto,5350401.09,5350401.09,8906.00
Toronto,5350401.1,5350401.1,5084.00
Toronto,5350401.11,5350401.11,7061.00
Toronto,5350401.13,5350401.13,6434.00
Toronto,5350401.14,5350401.14,8267.00
Toronto,5350401.15,5350401.15,2819.00
Toronto,5350401.17,5350401.17,3723.00
Toronto,5350401.18,5350401.18,3452.00
Toronto,5350401.19,5350401.19,6842.00
Toronto,5350401.2,5350401.2,4846.00
Toronto,5350401.21,5350401.21,3141.00
Toronto,5350401.22,5350401.22,7854.00
Toronto,5350401.23,5350401.23,2096.00
Toronto,5350402.01,5350402.01,2586.00
Toronto,5350402.02,5350402.02,3350.00
Toronto,5350402.03,5350402.03,3130.00
Toronto,5350402.04,5350402.04,5231.00
Toronto,5350402.05,5350402.05,2137.00
Toronto,5350402.06,5350402.06,5840.00
Toronto,5350402.07,5350402.07,2130.00
Toronto,5350402.08,5350402.08,6446.00
Toronto,5350402.09,5350402.09,3744.00
Toronto,5350402.1,5350402.1,3725.00
Toronto,5350402.12,5350402.12,4464.00
Toronto,5350402.13,5350402.13,5264.00
Toronto,5350403.01,5350403.01,8143.00
Toronto,5350403.03,5350403.03,10128.00
Toronto,5350403.04,5350403.04,4257.00
Toronto,5350403.05,5350403.05,3395.00
Toronto,5350403.07,5350403.07,7222.00
Toronto,5350403.09,5350403.09,5118.00
Toronto,5350403.1,5350403.1,5051.00
Toronto,5350403.11,5350403.11,7311.00
Toronto,5350403.12,5350403.12,6699.00
Toronto,5350403.13,5350403.13,6377.00
Toronto,5350403.14,5350403.14,6810.00
Toronto,5350410.02,5350410.02,4562.00
Toronto,5350410.03,5350410.03,7085.00
Toronto,5350410.04,5350410.04,3868.00
Toronto,5350410.05,5350410.05,6652.00
Toronto,5350410.07,5350410.07,3776.00
Toronto,5350410.09,5350410.09,4863.00
Toronto,5350410.1,5350410.1,4131.00
Toronto,5350410.11,5350410.11,4234.00
Toronto,5350410.12,5350410.12,5795.00
Toronto,5350410.13,5350410.13,7177.00
Toronto,5350410.14,5350410.14,6355.00
Toronto,5350410.15,5350410.15,1924.00
Toronto,5350411.01,5350411.01,5716.00
Toronto,5350411.04,5350411.04,5977.00
Toronto,5350411.07,5350411.07,4536.00
Toronto,5350411.08,5350411.08,2128.00
Toronto,5350411.09,5350411.09,6409.00
Toronto,5350411.12,5350411.12,5687.00
Toronto,5350411.15,5350411.15,4133.00
Toronto,5350411.16,5350411.16,6104.00
Toronto,5350411.17,5350411.17,5479.00
Toronto,5350411.18,5350411.18,7911.00
Toronto,5350411.19,5350411.19,5710.00
Toronto,5350411.2,5350411.2,17558.00
Toronto,5350411.21,5350411.21,2527.00
Toronto,5350411.22,5350411.22,5405.00
Toronto,5350411.23,5350411.23,3925.00
Toronto,5350411.24,5350411.24,7281.00
Toronto,5350411.25,5350411.25,3457.00
Toronto,5350411.26,5350411.26,5352.00
Toronto,5350411.27,5350411.27,4225.00
Toronto,5350412.01,5350412.01,6643.00
Toronto,5350412.02,5350412.02,7767.00
Toronto,5350412.04,5350412.04,4718.00
Toronto,5350412.06,5350412.06,3785.00
Toronto,5350412.08,5350412.08,2770.00
Toronto,5350412.1,5350412.1,6264.00
Toronto,5350412.11,5350412.11,4618.00
Toronto,5350412.12,5350412.12,4251.00
Toronto,5350412.13,5350412.13,4306.00
Toronto,5350412.14,5350412.14,3632.00
Toronto,5350412.15,5350412.15,5425.00
Toronto,5350412.18,5350412.18,8074.00
Toronto,5350412.19,5350412.19,9641.00
Toronto,5350412.2,5350412.2,5804.00
Toronto,5350412.21,5350412.21,18.00
Toronto,5350412.22,5350412.22,7599.00
Toronto,5350412.23,5350412.23,11859.00
Toronto,5350412.24,5350412.24,8276.00
Toronto,5350413,5350413,12909.00
Toronto,5350420.03,5350420.03,6430.00
Toronto,5350420.05,5350420.05,6627.00
Toronto,5350420.06,5350420.06,5431.00
Toronto,5350420.08,5350420.08,4596.00
Toronto,5350420.09,5350420.09,4256.00
Toronto,5350420.1,5350420.1,3879.00
Toronto,5350420.11,5350420.11,6739.00
Toronto,5350420.13,5350420.13,5397.00
Toronto,5350420.14,5350420.14,6814.00
Toronto,5350420.15,5350420.15,2523.00
Toronto,5350421.01,5350421.01,6747.00
Toronto,5350421.04,5350421.04,3710.00
Toronto,5350421.05,5350421.05,3688.00
Toronto,5350421.06,5350421.06,3854.00
Toronto,5350421.07,5350421.07,4339.00
Toronto,5350422.02,5350422.02,5182.00
Toronto,5350422.03,5350422.03,6955.00
Toronto,5350422.04,5350422.04,4189.00
Toronto,5350422.05,5350422.05,7332.00
Toronto,5350422.06,5350422.06,5332.00
Toronto,5350423.01,5350423.01,3810.00
Toronto,5350423.02,5350423.02,7523.00
Toronto,5350424.04,5350424.04,2597.00
Toronto,5350424.05,5350424.05,8790.00
Toronto,5350424.07,5350424.07,6858.00
Toronto,5350424.08,5350424.08,7398.00
Toronto,5350424.09,5350424.09,2986.00
Toronto,5350424.1,5350424.1,6135.00
Toronto,5350424.11,5350424.11,7637.00
Toronto,5350424.12,5350424.12,26183.00
Toronto,5350424.13,5350424.13,1604.00
Toronto,5350430.02,5350430.02,10002.00
Toronto,5350430.03,5350430.03,4733.00
Toronto,5350430.04,5350430.04,10301.00
Toronto,5350431.01,5350431.01,6110.00
Toronto,5350431.02,5350431.02,6482.00
Toronto,5350440,5350440,6923.00
Toronto,5350441.02,5350441.02,4588.00
Toronto,5350441.03,5350441.03,7431.00
Toronto,5350441.04,5350441.04,5840.00
Toronto,5350442.02,5350442.02,4178.00
Toronto,5350442.03,5350442.03,5697.00
Toronto,5350442.04,5350442.04,3688.00
Toronto,5350442.05,5350442.05,6960.00
Toronto,5350442.06,5350442.06,7898.00
Toronto,5350450.02,5350450.02,3172.00
Toronto,5350450.03,5350450.03,8280.00
Toronto,5350450.05,5350450.05,5737.00
Toronto,5350450.06,5350450.06,4773.00
Toronto,5350451.01,5350451.01,2365.00
Toronto,5350451.02,5350451.02,4903.00
Toronto,5350451.03,5350451.03,7127.00
Toronto,5350451.05,5350451.05,4696.00
Toronto,5350451.06,5350451.06,6514.00
Toronto,5350451.07,5350451.07,4785.00
Toronto,5350452.01,5350452.01,3251.00
Toronto,5350452.02,5350452.02,4928.00
Toronto,5350452.03,5350452.03,5655.00
Toronto,5350452.05,5350452.05,4199.00
Toronto,5350452.06,5350452.06,3858.00
Toronto,5350452.07,5350452.07,5735.00
Toronto,5350455,5350455,7479.00
Toronto,5350456.01,5350456.01,4581.00
Toronto,5350456.02,5350456.02,6193.00
Toronto,5350456.03,5350456.03,4220.00
Toronto,5350460.01,5350460.01,4894.00
Toronto,5350460.02,5350460.02,3775.00
Toronto,5350461.01,5350461.01,3582.00
Toronto,5350461.02,5350461.02,7648.00
Toronto,5350470,5350470,2822.00
Toronto,5350471,5350471,3479.00
Toronto,5350472,5350472,6714.00
Toronto,5350473.01,5350473.01,6419.00
Toronto,5350473.02,5350473.02,6944.00
Toronto,5350473.03,5350473.03,3729.00
Toronto,5350474,5350474,5432.00
Toronto,5350475,5350475,5971.00
Toronto,5350476,5350476,2282.00
Toronto,5350480.01,5350480.01,4098.00
Toronto,5350480.02,5350480.02,8065.00
Toronto,5350481.01,5350481.01,5163.00
Toronto,5350481.02,5350481.02,4443.00
Toronto,5350482,5350482,6308.00
Toronto,5350483.01,5350483.01,4902.00
Toronto,5350483.02,5350483.02,2732.00
Toronto,5350484.01,5350484.01,3596.00
Toronto,5350484.02,5350484.02,6240.00
Toronto,5350485.01,5350485.01,6325.00
Toronto,5350485.02,5350485.02,6439.00
Toronto,5350500.01,5350500.01,3441.00
Toronto,5350500.02,5350500.02,4776.00
Toronto,5350501.01,5350501.01,5816.00
Toronto,5350501.02,5350501.02,7097.00
Toronto,5350502.01,5350502.01,5602.00
Toronto,5350502.02,5350502.02,2597.00
Toronto,5350503,5350503,5228.00
Toronto,5350504,5350504,3409.00
Toronto,5350505.01,5350505.01,4728.00
Toronto,5350505.02,5350505.02,5822.00
Toronto,5350506,5350506,2677.00
Toronto,5350507,5350507,3683.00
Toronto,5350508,5350508,3333.00
Toronto,5350509.01,5350509.01,5133.00
Toronto,5350509.02,5350509.02,3103.00
Toronto,5350510,5350510,5595.00
Toronto,5350511.01,5350511.01,5021.00
Toronto,5350511.02,5350511.02,4744.00
Toronto,5350512,5350512,6957.00
Toronto,5350513.01,5350513.01,6909.00
Toronto,5350513.02,5350513.02,6543.00
Toronto,5350513.03,5350513.03,3934.00
Toronto,5350513.04,5350513.04,3876.00
Toronto,5350514.01,5350514.01,2426.00
Toronto,5350514.02,5350514.02,6004.00
Toronto,5350515.01,5350515.01,4348.00
Toronto,5350515.02,5350515.02,3960.00
Toronto,5350516.01,5350516.01,5471.00
Toronto,5350516.02,5350516.02,4855.00
Toronto,5350516.03,5350516.03,5850.00
Toronto,5350516.04,5350516.04,6422.00
Toronto,5350516.05,5350516.05,6272.00
Toronto,5350516.06,5350516.06,4769.00
Toronto,5350516.08,5350516.08,6064.00
Toronto,5350516.09,5350516.09,7027.00
Toronto,5350516.11,5350516.11,4918.00
Toronto,5350516.16,5350516.16,5118.00
Toronto,5350516.17,5350516.17,3586.00
Toronto,5350516.18,5350516.18,3603.00
Toronto,5350516.2,5350516.2,6313.00
Toronto,5350516.21,5350516.21,3020.00
Toronto,5350516.22,5350516.22,7045.00
Toronto,5350516.23,5350516.23,5791.00
Toronto,5350516.24,5350516.24,4225.00
Toronto,5350516.25,5350516.25,4054.00
Toronto,5350516.26,5350516.26,7144.00
Toronto,5350516.28,5350516.28,4808.00
Toronto,5350516.29,5350516.29,4880.00
Toronto,5350516.3,5350516.3,6014.00
Toronto,5350516.31,5350516.31,2879.00
Toronto,5350516.32,5350516.32,4939.00
Toronto,5350516.37,5350516.37,5526.00
Toronto,5350516.38,5350516.38,6396.00
Toronto,5350516.39,5350516.39,5132.00
Toronto,5350516.4,5350516.4,6218.00
Toronto,5350516.41,5350516.41,5059.00
Toronto,5350516.42,5350516.42,8498.00
Toronto,5350516.43,5350516.43,4217.00
Toronto,5350516.44,5350516.44,4965.00
Toronto,5350516.45,5350516.45,11832.00
Toronto,5350516.46,5350516.46,7371.00
Toronto,5350516.47,5350516.47,5029.00
Toronto,5350517,5350517,1719.00
Toronto,5350518,5350518,4420.00
Toronto,5350519,5350519,3931.00
Toronto,5350520.01,5350520.01,5583.00
Toronto,5350520.02,5350520.02,6742.00
Toronto,5350520.05,5350520.05,3744.00
Toronto,5350520.07,5350520.07,5040.00
Toronto,5350520.08,5350520.08,6475.00
Toronto,5350520.09,5350520.09,6448.00
Toronto,5350520.1,5350520.1,9200.00
Toronto,5350521.01,5350521.01,5665.00
Toronto,5350521.02,5350521.02,3513.00
Toronto,5350521.03,5350521.03,5072.00
Toronto,5350521.04,5350521.04,6465.00
Toronto,5350521.05,5350521.05,4267.00
Toronto,5350521.06,5350521.06,5184.00
Toronto,5350522,5350522,5957.00
Toronto,5350523,5350523,6110.00
Toronto,5350524.01,5350524.01,4896.00
Toronto,5350524.02,5350524.02,3668.00
Toronto,5350525.01,5350525.01,3537.00
Toronto,5350525.02,5350525.02,4550.00
Toronto,5350526.01,5350526.01,6318.00
Toronto,5350526.02,5350526.02,3452.00
Toronto,5350527.01,5350527.01,7324.00
Toronto,5350527.02,5350527.02,5362.00
Toronto,5350527.03,5350527.03,7003.00
Toronto,5350527.04,5350527.04,5868.00
Toronto,5350527.05,5350527.05,5905.00
Toronto,5350527.06,5350527.06,4186.00
Toronto,5350527.07,5350527.07,5171.00
Toronto,5350527.08,5350527.08,4501.00
Toronto,5350527.09,5350527.09,3587.00
Toronto,5350528.01,5350528.01,5343.00
Toronto,5350528.02,5350528.02,8095.00
Toronto,5350528.1,5350528.1,8809.00
Toronto,5350528.11,5350528.11,5533.00
Toronto,5350528.12,5350528.12,6056.00
Toronto,5350528.13,5350528.13,3601.00
Toronto,5350528.15,5350528.15,4502.00
Toronto,5350528.16,5350528.16,5279.00
Toronto,5350528.18,5350528.18,6975.00
Toronto,5350528.19,5350528.19,5631.00
Toronto,5350528.2,5350528.2,6132.00
Toronto,5350528.21,5350528.21,4663.00
Toronto,5350528.22,5350528.22,6923.00
Toronto,5350528.24,5350528.24,5564.00
Toronto,5350528.25,5350528.25,7886.00
Toronto,5350528.26,5350528.26,4688.00
Toronto,5350528.31,5350528.31,6666.00
Toronto,5350528.32,5350528.32,4413.00
Toronto,5350528.33,5350528.33,6676.00
Toronto,5350528.34,5350528.34,6122.00
Toronto,5350528.35,5350528.35,3394.00
Toronto,5350528.36,5350528.36,8706.00
Toronto,5350528.37,5350528.37,6669.00
Toronto,5350528.39,5350528.39,6817.00
Toronto,5350528.4,5350528.4,6000.00
Toronto,5350528.41,5350528.41,7760.00
Toronto,5350528.42,5350528.42,5312.00
Toronto,5350528.43,5350528.43,4383.00
Toronto,5350528.44,5350528.44,2202.00
Toronto,5350528.45,5350528.45,5800.00
Toronto,5350528.46,5350528.46,6846.00
Toronto,5350528.47,5350528.47,5345.00
Toronto,5350528.48,5350528.48,6990.00
Toronto,5350528.49,5350528.49,4811.00
Toronto,5350529.01,5350529.01,3767.00
Toronto,5350529.02,5350529.02,4726.00
Toronto,5350530.01,5350530.01,5238.00
Toronto,5350530.02,5350530.02,3324.00
Toronto,5350531.01,5350531.01,4257.00
Toronto,5350531.02,5350531.02,6936.00
Toronto,5350532.01,5350532.01,4394.00
Toronto,5350532.02,5350532.02,4670.00
Toronto,5350540.01,5350540.01,5134.00
Toronto,5350540.02,5350540.02,5406.00
Toronto,5350550.01,5350550.01,4424.00
Toronto,5350550.02,5350550.02,7399.00
Toronto,5350560,5350560,6221.00
Toronto,5350561,5350561,5852.00
Toronto,5350562.02,5350562.02,6616.00
Toronto,5350562.03,5350562.03,5058.00
Toronto,5350562.04,5350562.04,4688.00
Toronto,5350562.05,5350562.05,5513.00
Toronto,5350562.06,5350562.06,3120.00
Toronto,5350562.07,5350562.07,4719.00
Toronto,5350562.08,5350562.08,4147.00
Toronto,5350562.09,5350562.09,4027.00
Toronto,5350562.11,5350562.11,3113.00
Toronto,5350562.12,5350562.12,6568.00
Toronto,5350562.13,5350562.13,1230.00
Toronto,5350562.14,5350562.14,4034.00
Toronto,5350562.15,5350562.15,3905.00
Toronto,5350563.01,5350563.01,7088.00
Toronto,5350563.02,5350563.02,3100.00
Toronto,5350564.01,5350564.01,2301.00
Toronto,5350564.02,5350564.02,5030.00
Toronto,5350570.01,5350570.01,3233.00
Toronto,5350570.02,5350570.02,3614.00
Toronto,5350571.01,5350571.01,3880.00
Toronto,5350571.02,5350571.02,4065.00
Toronto,5350572.01,5350572.01,6849.00
Toronto,5350572.04,5350572.04,3201.00
Toronto,5350572.05,5350572.05,6236.00
Toronto,5350572.07,5350572.07,4864.00
Toronto,5350572.08,5350572.08,5416.00
Toronto,5350572.09,5350572.09,3996.00
Toronto,5350572.1,5350572.1,3819.00
Toronto,5350573.03,5350573.03,6649.00
Toronto,5350573.05,5350573.05,5692.00
Toronto,5350573.06,5350573.06,4682.00
Toronto,5350573.07,5350573.07,5987.00
Toronto,5350573.09,5350573.09,5976.00
Toronto,5350573.1,5350573.1,3163.00
Toronto,5350573.11,5350573.11,5139.00
Toronto,5350574,5350574,6071.00
Toronto,5350575.01,5350575.01,6189.00
Toronto,5350575.02,5350575.02,4527.00
Toronto,5350575.03,5350575.03,6795.00
Toronto,5350575.04,5350575.04,6354.00
Toronto,5350575.05,5350575.05,7001.00
Toronto,5350575.07,5350575.07,3929.00
Toronto,5350575.08,5350575.08,5901.00
Toronto,5350576.04,5350576.04,4527.00
Toronto,5350576.05,5350576.05,7161.00
Toronto,5350576.06,5350576.06,6967.00
Toronto,5350576.07,5350576.07,4696.00
Toronto,5350576.09,5350576.09,3893.00
Toronto,5350576.1,5350576.1,7135.00
Toronto,5350576.16,5350576.16,6667.00
Toronto,5350576.17,5350576.17,6902.00
Toronto,5350576.18,5350576.18,11904.00
Toronto,5350576.2,5350576.2,7034.00
Toronto,5350576.22,5350576.22,7798.00
Toronto,5350576.24,5350576.24,8186.00
Toronto,5350576.29,5350576.29,4350.00
Toronto,5350576.3,5350576.3,15991.00
Toronto,5350576.31,5350576.31,3598.00
Toronto,5350576.32,5350576.32,9284.00
Toronto,5350576.33,5350576.33,2731.00
Toronto,5350576.34,5350576.34,5983.00
Toronto,5350576.35,5350576.35,13530.00
Toronto,5350576.36,5350576.36,10772.00
Toronto,5350576.37,5350576.37,13334.00
Toronto,5350576.38,5350576.38,13724.00
Toronto,5350576.39,5350576.39,11300.00
Toronto,5350576.4,5350576.4,7409.00
Toronto,5350576.41,5350576.41,7948.00
Toronto,5350576.42,5350576.42,8877.00
Toronto,5350576.43,5350576.43,6382.00
Toronto,5350576.44,5350576.44,2776.00
Toronto,5350576.45,5350576.45,2988.00
Toronto,5350576.46,5350576.46,5568.00
Toronto,5350576.47,5350576.47,3316.00
Toronto,5350576.48,5350576.48,10343.00
Toronto,5350576.49,5350576.49,4817.00
Toronto,5350576.5,5350576.5,6642.00
Toronto,5350576.51,5350576.51,10061.00
Toronto,5350585.02,5350585.02,6362.00
Toronto,5350585.03,5350585.03,5532.00
Toronto,5350585.05,5350585.05,7460.00
Toronto,5350585.07,5350585.07,5322.00
Toronto,5350585.08,5350585.08,3738.00
Toronto,5350585.09,5350585.09,5914.00
Toronto,5350585.1,5350585.1,4268.00
Toronto,5350586.01,5350586.01,6361.00
Toronto,5350586.02,5350586.02,2927.00
Toronto,5350587.01,5350587.01,6144.00
Toronto,5350587.02,5350587.02,5432.00
Toronto,5350590,5350590,4990.00
Toronto,5350591.01,5350591.01,5158.00
Toronto,5350591.02,5350591.02,4940.00
Toronto,5350592.01,5350592.01,6984.00
Toronto,5350592.02,5350592.02,5903.00
Toronto,5350593,5350593,7546.00
Toronto,5350600.01,5350600.01,6284.00
Toronto,5350600.02,5350600.02,7213.00
Toronto,5350601,5350601,4050.00
Toronto,5350602,5350602,4877.00
Toronto,5350603,5350603,4709.00
Toronto,5350604,5350604,2440.00
Toronto,5350605,5350605,2317.00
Toronto,5350606,5350606,4992.00
Toronto,5350607,5350607,3034.00
Toronto,5350608,5350608,2580.00
Toronto,5350609,5350609,2734.00
Toronto,5350610.02,5350610.02,8472.00
Toronto,5350610.03,5350610.03,4100.00
Toronto,5350610.04,5350610.04,3183.00
Toronto,5350611,5350611,4920.00
Toronto,5350612.01,5350612.01,38.00
Toronto,5350612.03,5350612.03,6458.00
Toronto,5350612.05,5350612.05,5985.00
Toronto,5350612.07,5350612.07,8627.00
Toronto,5350612.08,5350612.08,5565.00
Toronto,5350612.1,5350612.1,35.00
Toronto,5350612.11,5350612.11,5961.00
Toronto,5350612.12,5350612.12,6928.00
Toronto,5350612.13,5350612.13,3924.00
Toronto,5350612.14,5350612.14,4470.00
Toronto,5350612.15,5350612.15,5762.00
Toronto,5350612.18,5350612.18,4301.00
Toronto,5350612.19,5350612.19,3990.00
Toronto,5350612.2,5350612.2,4388.00
Toronto,5350612.21,5350612.21,6225.00
Toronto,5350612.22,5350612.22,6150.00
Toronto,5350612.23,5350612.23,4621.00
Toronto,5350612.24,5350612.24,7300.00
Toronto,5350612.25,5350612.25,5666.00
Toronto,5350613.01,5350613.01,4224.00
Toronto,5350613.03,5350613.03,4052.00
Toronto,5350613.04,5350613.04,4449.00
Toronto,5350614.01,5350614.01,3187.00
Toronto,5350614.02,5350614.02,3956.00
Toronto,5350615,5350615,353.00
Toronto,5350620.01,5350620.01,7789.00
Toronto,5350620.02,5350620.02,9353.00
Toronto,5350620.04,5350620.04,24951.00
Toronto,5350620.05,5350620.05,4502.00
Toronto,5350620.06,5350620.06,5613.00
Toronto,5350620.07,5350620.07,5165.00
Toronto,5350621,5350621,5587.00
Toronto,5350622,5350622,6035.00
Toronto,5350623,5350623,3391.00
Toronto,5350624,5350624,5351.00
Toronto,5350625,5350625,789.00
Toronto,5350626,5350626,5836.00
Toronto,5350630,5350630,3279.00
Toronto,5350631.02,5350631.02,4399.00
Toronto,5350631.03,5350631.03,4667.00
Toronto,5350631.04,5350631.04,4433.00
Toronto,5350632,5350632,4514.00
Toronto,5350633,5350633,3129.00
Toronto,5350634.01,5350634.01,4451.00
Toronto,5350634.02,5350634.02,3750.00
Toronto,5350635,5350635,5967.00
Toronto,5350636,5350636,2849.00
Toronto,5350637,5350637,7139.00
Toronto,5350638,5350638,6141.00
Toronto,5350639,5350639,4290.00
Toronto,5350800.01,5350800.01,2519.00
Toronto,5350800.02,5350800.02,4712.00
Toronto,5350801.01,5350801.01,3911.00
Toronto,5350801.02,5350801.02,5761.00
Toronto,5350802.01,5350802.01,3976.00
Toronto,5350802.02,5350802.02,5350.00
Toronto,5350803.03,5350803.03,5424.00
Toronto,5350803.04,5350803.04,5894.00
Toronto,5350803.05,5350803.05,6778.00
Toronto,5350803.06,5350803.06,5791.00
Toronto,5350804.01,5350804.01,7218.00
Toronto,5350804.05,5350804.05,7009.00
Toronto,5350804.06,5350804.06,3172.00
Toronto,5350804.07,5350804.07,3828.00
Toronto,5350804.08,5350804.08,3888.00
Toronto,5350804.1,5350804.1,4846.00
Toronto,5350804.11,5350804.11,5633.00
Toronto,5350804.12,5350804.12,3232.00
Toronto,5350804.13,5350804.13,5115.00
Toronto,5350805.02,5350805.02,4984.00
Toronto,5350805.04,5350805.04,6668.00
Toronto,5350805.05,5350805.05,5605.00
Toronto,5350805.06,5350805.06,5870.00
Toronto,5350805.08,5350805.08,11452.00
Toronto,5350805.09,5350805.09,5647.00
Toronto,5350805.1,5350805.1,6520.00
Toronto,5350805.12,5350805.12,6617.00
Toronto,5350805.13,5350805.13,12037.00
Toronto,5350806,5350806,1625.00
Toronto,5350807,5350807,2365.00
Toronto,5350810.01,5350810.01,3940.00
Toronto,5350810.02,5350810.02,2420.00
Toronto,5350810.03,5350810.03,3199.00
Toronto,5350810.04,5350810.04,5682.00
Toronto,5350810.05,5350810.05,3819.00
Toronto,5350811,5350811,3759.00
Toronto,5350812,5350812,5878.00
Toronto,5350820.01,5350820.01,4997.00
Toronto,5350820.02,5350820.02,6467.00
Toronto,5350820.03,5350820.03,4039.00
Toronto,5350830,5350830,4312.00
Toronto,5350831.01,5350831.01,5823.00
Toronto,5350831.02,5350831.02,6510.00
Toronto,5350832,5350832,3978.00
